id,gender,seniorcitizen,partner,dependents,tenure,phoneservice,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,monthlycharges_group,total_services,customerid,multiplelines
832,Female,0,No,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,0,0-12,Low,0,,No
833,Male,0,No,No,46,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,0,24-48,High,0,,Yes
834,Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,1,0-12,High,0,,Yes
835,Female,0,No,No,2,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,1,0-12,High,0,,Yes
836,Male,0,Yes,Yes,68,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,1,48-72,High,0,,Yes
837,Female,0,No,No,43,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,1,24-48,High,0,,Yes
838,Female,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,0,48-72,High,0,,Yes
839,Female,0,No,No,36,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,0,24-48,High,0,,No
840,Male,0,Yes,No,63,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,1,48-72,High,0,,Yes
841,Female,1,No,No,32,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,0,24-48,Medium,0,,No
842,Female,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,0,48-72,High,0,,Yes
843,Female,0,Yes,Yes,66,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,0,48-72,Medium,0,,Yes
844,Male,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,0,48-72,Low,0,,No
845,Female,0,No,Yes,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,0,24-48,Low,0,,No
846,Female,1,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,0,0-12,High,0,,Yes
847,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,1,0-12,High,0,,No
848,Female,0,Yes,No,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,0,48-72,Low,0,,No
849,Female,0,No,No,23,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,0,12-24,Medium,0,,No phone service
850,Female,1,Yes,No,64,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,0,48-72,High,0,,No
851,Male,0,Yes,Yes,37,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,0,24-48,Medium,0,,Yes
852,Male,0,No,Yes,17,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,0,12-24,Medium,0,,No
853,Female,1,No,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,0,0-12,High,0,,No
854,Male,0,Yes,Yes,4,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,1,0-12,High,0,,Yes
855,Female,1,No,No,21,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,1,12-24,Medium,0,,No phone service
856,Female,0,No,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,1,0-12,High,0,,No
857,Female,1,No,No,16,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,0,12-24,Medium,0,,Yes
858,Male,0,Yes,No,64,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,0,48-72,High,0,,Yes
859,Male,1,Yes,No,27,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,1,24-48,Low,0,,No phone service
860,Male,0,Yes,Yes,42,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,0,24-48,High,0,,Yes
861,Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,0,0-12,Low,0,,No
862,Female,0,No,No,41,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,0,24-48,High,0,,No
863,Male,0,Yes,No,58,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,0,48-72,Medium,0,,No
864,Female,0,No,No,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,0,24-48,Low,0,,No
865,Male,0,No,No,18,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,0,12-24,High,0,,No
866,Male,0,No,No,5,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,1,0-12,High,0,,No
867,Male,0,Yes,No,23,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,0,12-24,Medium,0,,No
868,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,0,0-12,Low,0,,No
869,Male,0,Yes,No,71,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,0,48-72,High,0,,Yes
870,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,0,48-72,High,0,,Yes
871,Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,0,24-48,Low,0,,No
872,Male,0,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,0-12,High,0,,Yes
873,Male,0,No,Yes,24,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,0,12-24,Medium,0,,No phone service
874,Female,0,Yes,Yes,56,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,0,48-72,High,0,,Yes
875,Male,0,No,No,37,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,0,24-48,High,0,,No
876,Female,0,No,No,43,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,0,24-48,High,0,,Yes
877,Male,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,0,0-12,Low,0,,No phone service
878,Female,0,Yes,No,25,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,1,24-48,High,0,,Yes
879,Female,0,No,No,61,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,0,48-72,High,0,,Yes
880,Male,0,No,No,17,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,0,12-24,High,0,,Yes
881,Female,0,Yes,No,41,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,0,24-48,High,0,,No
882,Male,0,No,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,1,0-12,Medium,0,,No
883,Male,1,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,0,48-72,Medium,0,,No phone service
884,Male,0,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,0-12,High,0,,Yes
885,Male,0,No,No,48,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,0,24-48,High,0,,Yes
886,Male,1,Yes,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,1,0-12,Low,0,,No
887,Female,1,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,1,48-72,High,0,,Yes
888,Female,0,No,No,42,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,0,24-48,Medium,0,,No phone service
889,Male,0,No,No,44,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,0,24-48,High,0,,Yes
890,Male,0,No,Yes,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,0,0-12,Medium,0,,No
891,Female,0,No,No,27,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,0,24-48,High,0,,Yes
892,Male,1,Yes,No,27,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,0,24-48,High,0,,Yes
893,Female,1,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,0,0-12,Medium,0,,No
894,Female,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,0,12-24,Low,0,,No
895,Female,1,Yes,No,42,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,0,24-48,High,0,,Yes
896,Female,0,No,No,66,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,0,48-72,High,0,,Yes
897,Male,1,Yes,No,33,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,0,24-48,High,0,,Yes
898,Female,0,No,No,34,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,1,24-48,High,0,,No
899,Male,1,No,No,33,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,0,24-48,Medium,0,,No phone service
900,Female,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,0,12-24,Low,0,,No
901,Female,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,0,24-48,Low,0,,No
902,Female,0,No,No,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,0,0-12,Low,0,,No
903,Male,0,Yes,Yes,69,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,48-72,High,0,,Yes
904,Female,0,Yes,No,68,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,0,48-72,Medium,0,,No
905,Male,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,0,12-24,Low,0,,No
906,Male,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,0,48-72,Low,0,,No
907,Male,0,Yes,Yes,60,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,0,48-72,High,0,,Yes
908,Male,1,Yes,Yes,32,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,0,24-48,High,0,,No
909,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,1,0-12,Low,0,,No
910,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,1,0-12,Low,0,,No
911,Male,1,No,No,3,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,1,0-12,High,0,,Yes
912,Female,0,Yes,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,0,24-48,Low,0,,Yes
913,Female,0,Yes,No,29,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,0,24-48,High,0,,Yes
914,Male,0,No,No,51,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,0,48-72,High,0,,Yes
915,Female,1,Yes,No,48,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,0,24-48,High,0,,No
916,Female,0,Yes,Yes,16,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,0,12-24,High,0,,No
917,Male,0,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,0,48-72,High,0,,Yes
918,Female,0,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,0,24-48,Low,0,,Yes
919,Female,0,Yes,Yes,22,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,1,12-24,High,0,,No
920,Female,1,No,No,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,1,0-12,High,0,,No
921,Female,0,Yes,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,0,0-12,Low,0,,Yes
922,Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,0,0-12,Medium,0,,No
923,Male,0,No,Yes,29,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,0,24-48,High,0,,Yes
924,Male,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,0,24-48,Low,0,,Yes
925,Female,0,No,No,10,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,0,0-12,Medium,0,,No phone service
926,Female,1,Yes,No,55,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,0,48-72,Medium,0,,Yes
927,Male,1,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,0,48-72,High,0,,Yes
928,Female,0,Yes,Yes,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,0,0-12,High,0,,Yes
929,Male,0,No,No,18,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,0,12-24,High,0,,Yes
930,Female,0,Yes,No,68,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,0,48-72,Medium,0,,Yes
931,Female,0,Yes,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,1,48-72,Low,0,,No
932,Female,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,0,48-72,Medium,0,,No phone service
933,Male,0,No,No,2,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,0,0-12,Medium,0,,No
934,Male,0,No,No,12,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,1,0-12,Medium,0,,No
935,Male,0,Yes,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,0,24-48,Low,0,,No
936,Female,0,No,No,26,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,0,24-48,Medium,0,,No phone service
937,Male,0,Yes,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,0,24-48,Low,0,,No
938,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,0,48-72,High,0,,Yes
939,Male,0,Yes,No,35,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,0,24-48,High,0,,Yes
940,Male,0,No,No,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,0,0-12,Medium,0,,No
941,Female,0,Yes,Yes,16,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,0,12-24,High,0,,Yes
942,Female,1,No,No,49,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,0,48-72,High,0,,Yes
943,Female,0,Yes,No,54,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,0,48-72,High,0,,Yes
944,Female,0,No,Yes,18,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,0,12-24,Medium,0,,Yes
945,Female,0,Yes,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,0,24-48,High,0,,No
946,Female,0,No,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,1,48-72,High,0,,Yes
947,Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,1,0-12,Medium,0,,No
948,Female,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,0,48-72,Low,0,,Yes
949,Male,0,Yes,Yes,8,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,0,0-12,High,0,,No
950,Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,0,48-72,High,0,,No
951,Female,0,No,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,0,48-72,Low,0,,Yes
952,Female,1,No,No,22,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,0,12-24,Medium,0,,No
953,Male,0,Yes,No,60,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,0,48-72,Medium,0,,No phone service
954,Female,0,Yes,Yes,28,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,1,24-48,High,0,,No
955,Female,0,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,0,48-72,Low,0,,Yes
956,Female,0,No,No,24,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,0,12-24,High,0,,Yes
957,Male,0,Yes,Yes,28,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,0,24-48,High,0,,No
958,Female,0,Yes,Yes,30,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,0,24-48,High,0,,No
959,Male,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,0,0-12,Low,0,,No
960,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,0,0-12,High,0,,Yes
961,Male,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,0,0-12,Low,0,,No
962,Female,0,Yes,No,24,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,0,12-24,Medium,0,,No
963,Male,0,Yes,Yes,4,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,1,0-12,High,0,,Yes
964,Male,0,No,No,7,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,1,0-12,High,0,,Yes
965,Male,1,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,0,48-72,High,0,,Yes
966,Male,0,No,No,70,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,0,48-72,Medium,0,,No phone service
967,Male,1,Yes,No,64,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,0,48-72,High,0,,Yes
968,Male,0,Yes,Yes,72,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,0,48-72,High,0,,Yes
969,Female,0,No,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,0,24-48,Low,0,,No
970,Female,0,Yes,Yes,13,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,1,12-24,Medium,0,,No
971,Female,1,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,0,12-24,Low,0,,No
972,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,1,0-12,Medium,0,,No
973,Male,0,Yes,No,9,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,0,0-12,High,0,,No
974,Male,0,Yes,No,24,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,0,12-24,Medium,0,,No
975,Female,0,Yes,Yes,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,0-12,High,0,,No
976,Male,0,No,No,24,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,1,12-24,High,0,,Yes
977,Male,1,Yes,Yes,35,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,0,24-48,High,0,,No
978,Female,0,Yes,Yes,7,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,0,0-12,High,0,,No
979,Male,0,No,No,5,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,0-12,High,0,,No
980,Female,0,No,Yes,15,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,1,12-24,Medium,0,,No
981,Male,0,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,0,0-12,Low,0,,No
982,Female,0,Yes,No,48,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,1,24-48,Medium,0,,No phone service
983,Female,1,No,No,20,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,0,12-24,High,0,,No
984,Female,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,0,48-72,High,0,,Yes
985,Female,0,Yes,Yes,8,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,1,0-12,High,0,,No
986,Male,0,Yes,Yes,72,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,0,48-72,High,0,,Yes
987,Female,0,No,No,15,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,0,12-24,High,0,,Yes
988,Male,0,No,No,72,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,0,48-72,High,0,,Yes
989,Female,0,Yes,Yes,0,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.55,1397.475,0,0-12,Medium,0,,No phone service
990,Male,0,No,Yes,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,1,0-12,High,0,,Yes
991,Male,0,Yes,Yes,63,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,0,48-72,High,0,,Yes
992,Female,0,No,No,2,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,0,0-12,Medium,0,,No
993,Female,0,Yes,No,2,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,0-12,High,0,,No
994,Male,1,Yes,No,61,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,0,48-72,Medium,0,,Yes
995,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0,0-12,Low,0,,No
996,Male,0,No,No,22,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,1,12-24,Medium,0,,No phone service
